store_id,brand_id,brand,primary_beverage_category,shop_name_input,zip5_input,query_text,place_id,matched_place_name,matched_formatted_address,matched_google_url,website_url,google_rating,google_user_ratings_total,google_price_level,review_snippet_count,extracted_review_rows,find_status,details_status,fetch_ok,error
BID|PR0089077,heytea,HEYTEA,MilkTea,HEY TEA,98004,"HEY TEA, 700 110th AVE NE STE 192, BELLEVUE, WA, 98004",ChIJQZA8KGBtkFQRf7ePdSZvBJE,heytea (Bellevue Bravern),"700 110th Ave NE #192, Bellevue, WA 98004, United States",https://maps.google.com/?cid=10449599246378186623,https://www.heytea.com/,4.5,815.0,2.0,5,5,OK,OK,1,
BID|PR0092910,heytea,HEYTEA,CheeseTea,HEYTEA,98052,"HEYTEA, 16595 REDMOND WAY STE 165, REDMOND, WA, 98052",ChIJOx01WQBzkFQRVeYCIAhcycE,heytea (Redmond),"16595 Redmond Wy Suite# 165, Redmond, WA 98052, United States",https://maps.google.com/?cid=13963793309605488213,https://www.heytea.com/,2.6,7.0,,5,5,OK,OK,1,
BID|PR0092394,heytea,HEYTEA,MilkTea,HEYTEA SOUTH LAKE UNION,98109,"HEYTEA SOUTH LAKE UNION, 910 John ST STE 100, SEATTLE, WA, 98109",ChIJrUM8bgAVkFQRHdrY8ZLEQuY,heytea (South Lake Union),"910 John St, Seattle, WA 98109, United States",https://maps.google.com/?cid=16592040112588118557,https://www.heytea.com/,4.2,569.0,,5,5,OK,OK,1,
BID|PR0091675,happy_lemon,Happy Lemon,MilkTea,HAPPY LEMON,98002,"HAPPY LEMON, 4220 A ST SE #108, AUBURN, WA, 98002",ChIJLSu0OKT3kFQRve4wcG4tcmk,Happy Lemon - Auburn,"4220 A St SE, Auburn, WA 98002, United States",https://maps.google.com/?cid=7598185473679355581,https://happylemonusa.com/,4.6,72.0,1.0,5,5,OK,OK,1,
BID|PR0077019,happy_lemon,Happy Lemon,MilkTea,HAPPY LEMON,98004,"HAPPY LEMON, 1031 BELLEVUE SQUARE, BELLEVUE, WA, 98004",ChIJQ-W6p49tkFQRyt9kanrI8xo,Happy Lemon Bellevue Square,"1031 Bellevue Square, Bellevue, WA 98004, United States",https://maps.google.com/?cid=1942116292423376842,https://happylemonusa.com/,4.2,1041.0,1.0,5,5,OK,OK,1,
BID|PR0088150,happy_lemon,Happy Lemon,MilkTea,HAPPY LEMON,98005,"HAPPY LEMON, 1645 140TH AVE NE B 008, BELLEVUE, WA, 98005",ChIJk_PdOD9tkFQRoSCfZ6D-4bs,Happy Lemon Bellevue (140th AVE NE),"1645 140th Ave NE # B8, Bellevue, WA 98005, United States",https://maps.google.com/?cid=13538381919739125921,https://happylemonusa.com/,4.2,546.0,1.0,5,5,OK,OK,1,
BID|PR0049678,happy_lemon,Happy Lemon,MilkTea,HAPPY LEMON,98027,"HAPPY LEMON, 1171 NW SAMMAMISH RD, ISSAQUAH, WA, 98027",ChIJc_0zW4dvkFQR8SRAuVV3SYw,Happy Lemon Bubble Tea,"1171 NW Sammamish Rd SUITE 109, Issaquah, WA 98027, United States",https://maps.google.com/?cid=10108742048673703153,https://happylemonusa.com/,4.2,898.0,1.0,5,5,OK,OK,1,
BID|PR0088862,happy_lemon,Happy Lemon,MilkTea,HAPPY LEMON,98033,"HAPPY LEMON, 320 4TH ST, KIRKLAND, WA, 98033",ChIJ6XveupwTkFQRdDkUP0ALqEg,Happy Lemon Kirkland,"320 4th St, Kirkland, WA 98033, United States",https://maps.google.com/?cid=5235446937382304116,https://www.happylemonusa.com/,4.3,143.0,1.0,5,5,OK,OK,1,
BID|PR0090928,happy_lemon,Happy Lemon,MilkTea,HAPPY LEMON,98042,"HAPPY LEMON, 17307 SE 272ND ST STE 118, COVINGTON, WA, 98042",ChIJCbKWpYJfkFQRudlz7yMRLZk,Happy Lemon Bubble Tea,"17307 SE 272nd St # 118, Covington, WA 98042, United States",https://maps.google.com/?cid=11037497107793828281,http://happylemonusa.com/,4.8,227.0,1.0,5,5,OK,OK,1,
BID|PR0054773,happy_lemon,Happy Lemon,MilkTea,HAPPY LEMON,98052,"HAPPY LEMON, 17181 NE REDMOND WAY STE A08, REDMOND, WA, 98052",ChIJQ0nSlplzkFQR534-O1KTMXw,Happy Lemon Redmond,"17181 Redmond Wy suite a08, Redmond, WA 98052, United States",https://maps.google.com/?cid=8949095915952439015,https://happylemonusa.com/,4.0,158.0,1.0,5,5,OK,OK,1,
BID|PR0092256,happy_lemon,Happy Lemon,MilkTea,HAPPY LEMON,98059,"HAPPY LEMON, 4250 NE 4th ST STE E, RENTON, WA, 98059",ChIJCbRa9iBnkFQR7koW3gwXpeA,Happy Lemon Renton,"4250 NE 4th St E, Renton, WA 98059, United States",https://maps.google.com/?cid=16187369779686165230,https://linktr.ee/happylemonwa,3.8,31.0,1.0,5,5,OK,OK,1,
BID|PR0087041,happy_lemon,Happy Lemon,MilkTea,HAPPY LEMON,98118,"HAPPY LEMON, 6014 MARTIN LUTHER KING JR WAY S, SEATTLE, WA, 98118",ChIJbRl0CCNBkFQR9MrJLqh_sHc,Happy Lemon - MLK,"6014 Martin Luther King Jr Way S, Seattle, WA 98118, United States",https://maps.google.com/?cid=8624533646730709748,https://happylemonusa.com/,3.7,146.0,1.0,5,5,OK,OK,1,
BID|PR0089611,happy_lemon,Happy Lemon,MilkTea,HAPPY LEMON  dba TRICERA LLC,98105,"HAPPY LEMON  dba TRICERA LLC, 2630 NE VILLAGE LN, SEATTLE, WA, 98105",ChIJexL63CIVkFQR_GlP5N93M-o,Happy Lemon U Village,"2630 NE Village Ln, Seattle, WA 98105, United States",https://maps.google.com/?cid=16875964032179202556,https://linktr.ee/happylemonwa,4.1,206.0,1.0,5,5,OK,OK,1,
